info: socket.io started
U: 331,	MR/S: 10319,	MS/S: 10319,	MR/S/U: 30.7,	MS/S/U: 30.7,	CPU: 66.9,	Mem: 2.1
U: 332,	MR/S: 9991,	MS/S: 9991,	MR/S/U: 29.6,	MS/S/U: 29.6,	CPU: 66.9,	Mem: 2.1
U: 335,	MR/S: 10200,	MS/S: 10200,	MR/S/U: 30,	MS/S/U: 30,	CPU: 66.9,	Mem: 2.1
U: 337,	MR/S: 10165,	MS/S: 10165,	MR/S/U: 29.8,	MS/S/U: 29.8,	CPU: 66.9,	Mem: 2.2
U: 339,	MR/S: 10411,	MS/S: 10411,	MR/S/U: 30.2,	MS/S/U: 30.2,	CPU: 66.9,	Mem: 2.2
U: 341,	MR/S: 10219,	MS/S: 10219,	MR/S/U: 29.4,	MS/S/U: 29.4,	CPU: 66.9,	Mem: 2.2
U: 343,	MR/S: 10231,	MS/S: 10231,	MR/S/U: 29.4,	MS/S/U: 29.4,	CPU: 66.9,	Mem: 2.2
U: 345,	MR/S: 9963,	MS/S: 9963,	MR/S/U: 28.4,	MS/S/U: 28.4,	CPU: 66.9,	Mem: 2.2
U: 346,	MR/S: 9772,	MS/S: 9772,	MR/S/U: 27.7,	MS/S/U: 27.7,	CPU: 66.9,	Mem: 2.2
U: 349,	MR/S: 10090,	MS/S: 10090,	MR/S/U: 28.5,	MS/S/U: 28.5,	CPU: 66.9,	Mem: 2.2
U: 351,	MR/S: 10319,	MS/S: 10319,	MR/S/U: 28.8,	MS/S/U: 28.8,	CPU: 66.9,	Mem: 2.2
U: 353,	MR/S: 10299,	MS/S: 10299,	MR/S/U: 28.8,	MS/S/U: 28.8,	CPU: 66.9,	Mem: 2.2
U: 355,	MR/S: 10216,	MS/S: 10216,	MR/S/U: 28.2,	MS/S/U: 28.2,	CPU: 66.9,	Mem: 2.2
U: 356,	MR/S: 9763,	MS/S: 9763,	MR/S/U: 27,	MS/S/U: 27,	CPU: 66.9,	Mem: 2.2
U: 358,	MR/S: 10225,	MS/S: 10225,	MR/S/U: 28.1,	MS/S/U: 28.1,	CPU: 66.9,	Mem: 2.3
U: 361,	MR/S: 10225,	MS/S: 10225,	MR/S/U: 27.9,	MS/S/U: 27.9,	CPU: 66.8,	Mem: 2.3
